DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EA19,2000,15846,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EA19,2001,16671,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EA19,2002,17128,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EA19,2003,17552,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EA19,2004,18072,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EA19,2005,18697,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EA19,2006,19498,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EA19,2007,20179,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EA19,2008,20829,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EA19,2009,20546,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EA19,2010,20849,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EA19,2011,21163,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EA19,2012,21107,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EA19,2013,21251,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EA19,2014,21495,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EA19,2015,21882,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EA19,2016,22347,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EA19,2017,22961,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EA19,2018,23613,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EA19,2019,24281,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EA19,2020,24466,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EA19,2021,25554,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EE,2000,5616,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EE,2001,5915,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EE,2002,6234,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EE,2003,6891,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EE,2004,7414,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EE,2005,8249,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EE,2006,9166,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EE,2007,10159,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EE,2008,11314,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EE,2009,10662,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EE,2010,10716,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EE,2011,11465,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EE,2012,11662,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EE,2013,12260,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EE,2014,12784,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EE,2015,13261,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EE,2016,13772,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EE,2017,14428,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EE,2018,15421,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EE,2019,16089,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EE,2020,16435,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EE,2021,17576,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EL,2000,12416,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EL,2001,13372,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EL,2002,14378,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EL,2003,15183,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EL,2004,15941,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EL,2005,16233,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EL,2006,17497,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EL,2007,18054,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EL,2008,19028,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EL,2009,19009,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EL,2010,16843,b
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EL,2011,15300,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EL,2012,13985,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EL,2013,13693,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EL,2014,14107,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EL,2015,14349,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EL,2016,14354,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EL,2017,14554,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EL,2018,14789,
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EL,2019,15624,p
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EL,2020,15018,p
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,EL,2021,16343,p
ESTAT:SDG_10_20(1.0),28/11/22 11:00:00,A,PPS_EU27_2020_HAB,ES,2000,13341,
